objid,ra,dec
587742568936439984,164.5093267,19.50529075
587742774552428643,165.09914095,16.69215508
587742774552559768,165.46233483,16.60694587
587742774552625222,165.64678679,16.7347732
588007005269655570,251.02332394,41.67583296
588009372297723957,164.78749561,61.53066924
588009372297789507,164.8575596,61.5515364
588011218064769056,218.02334418,57.92142274
588017603622076464,219.31122672,38.45426879
588017702946865241,218.08663793,9.93351841
588017702946930712,218.18309186,9.89171032
588017947753119784,218.98180931,36.71955338
588017947753250860,219.34226351,36.56785154
587725041172349032,195.26529495,-1.95338943
587725073921278043,146.0078008,-0.64227109
587725073921278177,146.03001285,-0.65836481
587725075532218434,146.72348908,0.50735165
587725469600841855,145.84569398,58.52467577
587725470137843762,145.7568575,58.97360105
587726014001512533,194.50495086,1.57585016
587726015612125275,194.43576601,2.69172967
587727223550509189,335.19718952,14.23461923
587727226230538318,8.20404241,-10.01215288
587727226231455809,10.39122297,-10.02142922
587727226231586985,10.70705491,-9.95730676
587727226767540279,8.51162114,-9.70532992
587727944569454761,146.93894617,2.62695957
587729157892472992,194.23786236,4.06483269
587729157893128254,195.77465064,3.99187633
587732152032493644,146.64509356,42.19192837
587732702323081263,146.58517396,5.69184809
587734948589011042,145.8741725,9.42075708
587734948589273110,146.37237051,9.60289024
587735241718300835,146.94852242,39.08423469
587735343190048891,146.68990526,9.26435351
587735343726985255,146.70395732,9.73613403
587736802934652974,195.1040353,13.6703217
587736804008132686,194.57205087,14.55706779
587737825684160677,145.47289531,64.06460488
587738066739396662,146.78323704,67.93144881
587738067813400649,146.60255226,68.95712758
587738196660518935,145.41650074,68.38277827
587738196660650025,146.28737583,68.59457299
587738946132770821,145.80001773,31.92870033
587738946132770902,145.8794285,31.97697268
587738947743580222,145.74443381,33.2655825
587739114709909632,146.62116895,30.6646442
587739159263510567,145.72708903,31.85098938
587739304220557347,194.751199,34.84512649
587739304220557354,194.75173523,34.84649848
587739707401568407,194.45808082,29.65419512
587742567855095951,146.62926266,15.88631334
587742773491335311,195.37360265,16.57253564
587745404151070842,145.5973429,14.63004969
588007004715810893,195.14546411,64.44711685
588010360144986119,145.55798706,4.67568896
588015509272985710,8.31175659,0.20102342
588015510347448339,9.89514685,0.85996826
588017570850013291,195.04404861,12.48330868
588017704547385460,194.72018037,13.15269606
588017705084190780,194.57841094,13.39148458
588297865257091172,145.77596772,41.09301252
588848899919315040,195.24220221,-0.02501581
587722981752438860,208.22692428,-1.11461639
587725552280993849,155.18056696,65.17207452
587726015081283757,208.20884323,2.26368436
587726015081480261,208.73620134,2.09569623
587726033311170669,154.63324102,2.66028539
587729159509442620,208.91147438,4.98506279
587729159509442622,208.90660889,4.98336341
587729160046248103,208.74357041,5.33372802
587729387683119130,155.44830909,56.93042741
587729408074973344,242.7979805,48.33442282
587729773682884875,208.01739665,-2.20661118
587731514224214025,36.61783894,1.16049397
587732152572313651,154.97885106,45.54975661
587732152572313660,154.961795,45.53559591
587732483814522923,154.67914483,46.0455275
587732578844344325,154.56369722,7.0388425
587732578844344340,154.58219201,7.04930953
587732578844541055,155.04168128,6.95256741
587732771580739664,155.55868093,8.93474407
587735662087962672,155.01518602,38.61554773
587735662087962675,155.02026271,38.62030991
587735664768319514,209.31123601,54.10087064
587736584962179163,208.09864108,39.69322774
587736584962244693,208.24324635,39.71868456
587736584962310192,208.4178162,39.72425881
587736585498918987,207.85572086,40.21327856
587736585499246631,208.78315274,40.16761548
587736586036117538,208.916426,40.46175867
587736781996949716,242.65854502,31.79196976
587736813674364957,242.33644612,8.76325272
587738409790734486,155.40936437,12.57611109
587738573536624841,208.39268905,37.52224867
587738574073299044,208.02778723,38.06702151
587738574073757740,209.21255824,37.79723905
587739132953493581,208.70158914,35.83773088
587739376169910456,155.22708534,30.63488981
587739381520793770,208.77103373,32.9031173
587739382325903376,208.32411111,33.49084548
587739406805041505,242.4600003,20.17892287
587739504479109227,209.23332379,29.16437721
587739707421360222,242.25541974,17.33386027
587741815710613585,154.75623899,21.28368916
587741815710613586,154.75388029,21.28229502
587741817321422986,154.92872281,22.45237587
587741828579328027,155.11859344,21.38648444
587741828579524651,155.58261513,21.56858321
587741829115936840,154.41067794,21.68824744
587741829115936890,154.44942746,21.87333542
587741829116002338,154.52771899,21.83301019
587742013808640153,155.32227814,19.65176201
587742061597949964,155.8702432,19.90541571
587742551227564179,242.34731719,11.53483328
587742568395898909,155.79347784,17.96275653
587742627981951048,208.2726235,15.84454795
587745968928653485,242.71048608,17.97418943
588007006328782878,207.97326845,64.37285734
588009370684555317,154.88762703,58.20573049
588010879845203988,208.36062499,5.20776277
588011123045040150,208.89299965,59.74279973
588011124118585393,208.5390408,60.67806307
588011125192130600,208.34719605,61.6722155
588011217525669941,208.81690062,59.50661167
588011217525670036,208.89972639,59.62053639
588017606302171184,208.20011639,43.82793369
588017625089310809,208.71101736,41.31478386
588017627219361830,154.54764596,41.41358776
588017627236401163,208.04083925,43.24291613
588017627773141067,207.79907435,43.55557074
588017704567898251,242.07193815,7.53850667
588017713122377904,209.29782936,50.43572851
588017724411084892,209.3734578,6.09699523
588017947749187804,208.25788107,39.58078206
588017948286124088,208.51568045,39.98520708
588017948822863950,208.34009642,40.3639393
588017948822929490,208.43983536,40.3386792
588017948822929549,208.50171596,40.27731361
588017949359734789,208.31769845,40.79608615
588017978900938802,208.13313836,37.81741632
588017979437875205,208.30931059,38.22714964
588017979974615137,208.14558909,38.70521177
588018056721399920,207.9467071,50.97833976
588298664654733426,209.24192487,45.97324017
587722982821658635,197.85979752,-0.24973223
587724199348338701,7.64123382,15.60616697
587724649264906331,198.07588971,-2.43839938
587725040099852300,198.11062012,-2.79148128
587725075532546126,147.46907611,0.61815828
587726033866981394,197.84691321,3.41144282
587726879952994560,326.16438992,-6.68964392
587726879954436228,329.57149899,-6.97380801
587727177915826302,7.5304554,-11.11362897
587729386082402432,198.62684274,58.55797384
587729388229623861,197.9636926,60.24730424
587731186744033320,7.40989592,0.41039679
587732482216820783,198.52703147,48.15624466
587732592255893696,198.41139294,60.47044545
587734305949483016,328.57495278,0.94209106
587734623249432689,147.24227211,41.44565356
587735342654095374,148.706499,9.27107032
587735344801251370,147.74511153,10.80158318
587737825147617461,147.19906098,64.16690907
587738411398004887,147.52765924,12.81360706
587738411398070281,147.53288614,12.81597009
587738411398070345,147.61412511,12.7654877
587738411398070358,147.60960746,12.76941529
587738573533151327,198.54497488,39.14873619
587738946670166138,147.01952358,32.88250087
587738947207168108,147.1231275,33.41648549
587738947207233550,147.16023215,33.42475388
587738950418235417,198.04663941,35.67343897
587739096994086935,197.8801053,36.28212622
587739096994218047,198.32131521,36.21916621
587739097530826863,197.65931923,36.6345317
587739097531088928,198.36314443,36.60193784
587739098067697704,197.74157587,37.05873979
587739114173431843,147.75912914,30.58440699
587739114173431844,147.75192943,30.60428115
587739115247239228,147.58897279,31.48797013
587739116321046703,147.421672,32.2211028
587739375629893751,147.54541543,28.0132657
587739375629959186,147.54658839,28.01244512
587739376166961248,147.73070824,28.55110211
587739407324020779,198.78001401,34.32906673
587741709946060845,148.48484549,23.38322161
587741726584143934,198.76463579,24.61883223
587741727658016800,199.07011633,25.40521712
587742013289070657,197.60149017,21.57524723
587742013289267369,198.04708853,21.40517474
587742014900011189,198.42202554,22.62565118
587742062688796700,197.90433268,22.91548145
587742062688927812,198.17412523,22.82979271
587742188836880426,198.4616174,23.25501125
587742189910425622,198.0278361,24.09501159
587742568392687703,148.27978482,16.67766795
587742575373844511,197.61434135,18.43818707
587742578058133532,197.67221545,20.5362771
587742903940874617,198.98459662,17.76055855
587742903940939799,199.10021782,17.69692643
587745539980132461,147.91882057,14.03815271
588007004705914930,147.17333305,59.26099079
588009365864972359,147.37630301,55.57971573
588009368550178971,148.5385189,58.34096898
588015507661783172,6.9572406,-1.19999098
588015509809004595,6.3330374,0.52534786
588017569777451128,197.73549218,11.47736959
588017571388194877,198.17193967,12.60560961
588017626159448140,198.04116942,44.02725641
588017703475085457,198.09193067,12.17442173
588017704012021784,198.16878448,12.58847799
588017704012021812,198.24312866,12.47797797
588017719575707690,198.21706829,40.54265081
588017721723125824,198.47328019,42.20687017
588017729230930049,198.13866441,7.18427494
588017977805963356,147.86703012,32.94306124
588017990150062110,197.88195737,8.74319371
588023047482245142,148.57404919,23.28748049
588023047482245174,148.60400237,23.29095883
588290879492325422,6.10811873,14.06954235
588298664114716767,198.87397238,47.49963634
588848900972544080,148.33425319,0.69770724
587724648180416563,173.43860398,-3.43701344
587725551194276038,118.77467143,43.48726202
587725816959270932,227.92076211,59.80892185
587726014552604734,226.94927553,1.29206553
587726032806215926,227.56895668,1.9342727
587728905562489031,117.40542942,32.7386574
587728932408459310,117.08792839,34.33525523
587729228758450315,227.71261787,61.14784538
587729386076962883,174.53563749,58.75827386
587729387150770188,174.49478893,59.61693056
587729387687575684,174.0512305,59.97650335
587731872847429772,117.42024405,29.94423301
587731873384562974,117.49980085,30.74688469
587731873384563031,117.53845025,30.73236479
587731891650691127,174.64865541,57.87415925
587731892187431072,174.1102907,58.19138209
587732156314419544,117.7335477,23.8959135
587732483283288105,173.37061385,49.23693937
587732483283288196,173.32030613,49.28482319
587733080273453120,174.20004301,54.2935459
587733081347063839,173.3478046,55.07238977
587733398101819564,226.3597999,46.56504209
587733427088392299,226.31219448,51.15845385
587733428698873885,227.02831382,52.32435797
587733428698873960,227.13960469,52.29613203
587733429235810380,227.75413014,52.55802118
587733603185721402,226.46506152,51.25128732
587733604796137506,226.98580654,52.52248202
587733604796203046,227.16697558,52.45378287
587733604796203068,227.30483538,52.52842473
587735235806298480,118.4386372,21.04942343
587736477595009255,226.49354317,9.17624173
587737809031397468,118.67875782,47.37017643
587738067804356720,118.25872812,53.02298665
587738411409408052,174.2369296,15.52896701
587738411409408100,174.25788684,15.5706057
587739096985698342,174.13902417,36.41033979
587739302602211427,173.37564935,33.5077267
587739304749957174,173.9582133,35.33525649
587739304750153843,174.50884766,35.2036127
587739406241562760,174.68339131,33.80476708
587739406777974897,173.35470833,34.07228701
587739608623284324,173.84944803,31.65421345
587739608623546430,174.52098371,31.83719436
587739631170355229,227.23253761,25.733272
587739648895025159,173.61475702,33.17903197
587739811029188734,226.92414711,21.57161115
587741727648251921,174.34226228,25.73866504
587742014353309698,174.06373424,22.43264602
587742062142488583,174.45197118,22.69128365
587742773482553479,174.40440405,16.55621197
587742774555836450,173.2736672,17.350956
587742775092969546,173.78444283,17.77946056
587742864747003913,173.96450314,17.44787521
588007004186476581,227.44485824,57.00019798
588009372836757529,174.75186662,63.14285115
588011097800048684,173.41888446,61.88802851
588011102102552648,226.96593107,54.75278214
588011102639161460,226.6409454,55.47918779
588011218067456047,227.38154696,54.50647613
588011218604064834,226.95146046,55.18576644
588017112366841905,174.43375511,47.89313988
588017112366841915,174.46454479,47.88061624
588017702390988826,173.87245701,11.2323238
588017704001470487,173.54864549,12.51231173
588017705075277897,173.58145805,13.32199099
588017949885661322,174.71461637,43.16565874
587722982829391920,215.59903127,-0.38766444
587725474420097049,161.65355882,63.22423943
587725491061325885,256.56600841,60.70519633
587725491598131454,256.98949778,60.99015739
587725505557168258,259.06044635,60.41222179
587725575888044179,259.67117822,60.60815944
587725576960933998,260.10726649,62.60365995
587725589309161584,259.19884299,61.92011857
587725817483427984,162.66604003,65.72721131
587726014547755070,215.86297389,1.7263034
587726016694976519,215.23319252,3.23801547
587726100947206163,215.01820465,3.99274003
587726100947206337,215.13372401,3.98322565
587728308025557070,161.5524347,1.81328751
587729157901713417,215.31138255,3.43997662
587729782275506213,259.72267085,30.19338888
587731513690554498,43.98857117,0.6926051
587731868555608115,162.27098392,52.33549963
587732050562056211,161.34330164,55.96039536
587732050562187373,161.94090377,56.09114055
587732051098927223,161.09647034,56.42144893
587732583128236144,161.36388332,58.59318714
587732702329897007,162.28154926,6.91725712
587733410446573724,215.40481864,50.39032121
587733424408101008,215.6312818,56.25181714
587733425481777191,216.12706196,57.13770206
587734948059086915,161.97469903,10.89780782
587734950206636108,161.948803,12.57077197
587734950206701615,162.1176488,12.52984774
587735665843503274,214.9903546,53.46997311
587736542018666676,216.10134373,8.27613273
587736583891255378,215.61973581,37.12219912
587736809915547655,215.54463403,13.91806257
587736940371509349,215.48199888,34.80533758
587736940908249166,215.35462765,35.27062916
587736963994550311,215.92660029,34.00901769
587738410330292307,161.64564036,13.75086222
587739097249808422,162.10340301,34.71141067
587739132956246052,215.94299768,34.01699987
587739295086542906,162.35444438,32.77271527
587739295086608434,162.56463818,32.76816024
587739407310848023,162.47946131,32.99081692
587739407310848024,162.45728434,32.98421215
587739407310848040,162.45823359,32.98009796
587739408384524300,162.0457282,33.74453876
587739829275787452,216.23585571,25.02478051
587741490906398723,162.05074607,28.60178526
587741532782198813,162.30333078,27.92258982
587741533319266308,162.6894591,28.46908183
587742062673920129,161.15182563,21.66637047
587742549605351469,215.53991244,16.54547179
587742566788038835,162.60639551,17.56421114
587742575381577749,216.03999833,16.23786959
587742609727488063,215.8708345,14.28318845
587742774551314537,162.52908234,16.29770911
587742865815633987,161.76791424,17.2783911
587748928427589781,162.25636655,-0.6404164
588015507678822531,45.92159482,-1.07356839
588015507678887987,45.95462151,-1.10374253
588015508216086589,46.71842448,-0.79449236
588017111289233514,162.06645944,45.20568883
588017603620438087,214.85690578,39.85763866
588017603620962326,216.33759096,39.53958116
588017604157374532,215.16776421,40.31532176
588017702385811483,161.93736257,10.48243872
588017702922748004,161.92281452,11.07707334
588017702946078760,216.24106959,10.19554983
588017704533491753,162.23727992,12.19390236
588017705070297121,161.96082252,12.59215455
588017705070297175,162.05782977,12.62066415
588017705070362636,162.08226895,12.64047422
588017949898965166,215.28814895,39.49704743
588017977829884152,215.11035616,35.18879571
588017977830277175,216.03519716,34.86157057
588017978366689540,215.00768557,35.65447066
588017978367148044,216.17557129,35.26717131
588017978367148216,216.20721205,35.28492197
588017979440431167,215.33958097,36.42792787
588017979977039995,214.82665017,37.02263077
588017992304885934,214.93925156,9.36444953
588018253767573874,257.54613379,21.64956787
587724241230495806,50.57282427,-7.09068563
587725816945639430,158.34516586,64.50162763
587725817482575888,158.14524914,65.04109273
587725994645651617,246.79434742,49.95323722
587727180618596427,49.85856601,-6.12111233
587728880341942349,157.90533078,4.57278626
587729231977447488,246.53471802,48.36679573
587729408076480552,245.89616266,45.74540375
587729776369991770,213.31198961,-3.20759087
587732049487265829,158.1327652,54.40104387
587732582053576732,158.36855392,57.05262709
587732583127515190,158.54231366,58.06364685
587733425481318510,214.34200012,57.62985077
587733605865947211,214.12955937,57.81017079
587734861611728926,159.09684664,8.16864998
587735349101133857,159.16017387,14.17110466
587736585514647787,246.25416003,24.02793456
587736808840822795,213.1321461,13.30474219
587736940370788440,213.56154285,35.42366162
587736941444530242,213.89198262,36.22657894
587736941981466667,214.26050801,36.57158845
587736941981466800,214.26283603,36.49001212
587736942518403232,214.56826703,36.88357906
587736975816392801,246.85096637,19.59719346
587738947748626521,159.06769803,37.32468631
587738948285497392,158.84467059,37.67165109
587739158731554822,158.62422104,35.25676596
587739381523021863,214.57028895,31.65383574
587739406255783959,213.17139351,30.85503881
587739811560489152,213.68758847,25.31955398
587739811560554510,213.70563404,25.31807611
587741534391566387,158.91377575,28.56580455
587741566051024983,158.04323414,28.48305565
587741566587830328,157.77820519,28.79666136
587741568735707332,158.29994403,30.71655337
587741603095642215,158.92516682,26.12583267
587741707802247329,157.70698192,23.96506433
587741817859604490,157.9571153,23.41740355
587741828043898918,158.69706382,21.64826757
587741828043898932,158.70031629,21.65695765
587742189917175865,214.68059919,21.81758772
587742628535468199,246.56095093,8.54639144
588017703458242613,158.67833177,11.19734008
588017977829163030,213.04093181,35.73278536
588017978903036120,213.76544523,36.45726961
588017978917388505,247.36302704,21.33658236
588295841243136034,158.770227,46.56145224
588297863113539612,157.80934911,43.13745445
587724240156164157,49.37383665,-8.14522607
587724240692248580,47.41283511,-7.84620314
587724240693100638,49.45221107,-7.61685632
587724242303713336,49.27778196,-6.50216575
587727179544395888,48.91095041,-7.07883809
587728309095170053,152.04303116,2.46342029
587728881412800554,151.22460854,5.06263629
587730021727141937,240.72293175,3.59324285
587732134839910511,151.82895677,47.00651299
587732702861918218,151.03633922,6.51048022
587732702862377095,152.19485483,6.71470791
587733424942809185,207.32520094,58.66379262
587735344265625647,150.76442715,10.74594761
587735348024180793,151.86538334,12.27450182
587735666389745796,241.44124486,41.34474936
587735666389745971,241.44597024,41.31824949
587735695912140820,206.32555471,55.2908341
587735742616633441,241.1570963,30.71483065
587736477601693916,241.67084024,6.5809341
587736584424849445,206.61572186,39.67834136
587736584425111562,207.26895079,39.49765991
587736584961916937,207.23362585,39.98518465
587736584961982478,207.43476188,39.98477508
587736584961982487,207.44140525,39.9894459
587736585498591337,206.95877616,40.48427099
587736585498853494,207.67278186,40.27934682
587736812600426681,241.80413947,7.97899089
587736813137166677,241.50910337,8.50676195
587736975277162620,241.77928935,22.06055715
587738410862837838,151.46329329,12.96129752
587738574072905986,206.93949479,38.25924423
587738574073233549,207.71379681,38.02081318
587738950421708812,207.49843926,34.17851174
587738951494926417,206.29313537,35.21905421
587739132952903738,207.02826497,36.13096423
587739158191931556,151.62892581,32.9469455
587739158192062537,151.79807277,33.02737675
587739304762015819,207.46071973,33.62175039
587739304762081386,207.65007446,33.70482578
587739380460486809,240.75468381,20.95592562
587739406232584365,151.17062059,29.36431767
587739407863906479,207.14987459,33.51185562
587739707420573727,240.46422275,17.9574928
587739708494184473,240.50891947,18.81759435
587739814243139712,240.27938476,19.4485733
587739814243205188,240.37065804,19.35988246
587741392649519146,151.57565128,28.94498513
587742013270392859,152.05403428,18.70709102
587742014343610403,150.64810299,19.17690671
587742014343872629,151.34607737,19.27183796
587742566783451287,151.77987777,15.98406746
587745538907701261,151.09327118,13.62274293
588007003632959493,150.96617738,59.43620416
588007004169961573,151.132355,60.10793639
588010878234066958,207.06682206,3.95086891
588011217525342311,207.23444218,59.83573554
588017603599597638,151.84467352,38.96962584
588017603617751182,207.18819047,41.70979827
588017627772747807,206.57776267,43.85134988
588017627772878919,207.09731845,43.70847994
588017703493566491,240.54846501,7.08610328
588017712584786088,206.6148625,50.64402261
588017947748991010,207.68069041,39.70676621
588017948285534337,206.8903728,40.35106929
588017949895819327,206.32995078,41.71257894
588017949896278138,207.58491205,41.36622042
588017979437678616,207.72588777,38.2747986
588017979437678643,207.72318924,38.24023327
588018091080876228,240.71203092,32.1448356
588018091081138318,241.33240067,31.74845416
588298664117076044,206.60278902,46.10707355
587722983892451370,191.11988839,0.46806991
587724197205639247,18.97621989,13.35334329
587724198816841885,20.37776677,14.50500269
587724233178742823,19.88727548,14.87195261
587724648188543033,192.05688405,-3.3328447
587724648188543035,192.05435494,-3.33329838
587725040633643055,191.13822091,-2.31903743
587725041707647104,191.75418239,-1.57808178
587726033864032429,191.10650239,3.52520146
587727944567357581,142.02041704,2.58065555
587728677932433466,191.50356635,64.56935162
587728879798124633,142.0508263,3.40837206
587729158428360849,192.00035032,4.43426922
587730846886724129,311.56633753,-0.22216532
587730847423594593,311.4565191,0.17797825
587730847960596651,311.78016876,0.43018519
587730847960596912,311.83487078,0.48405676
587731173305221649,311.99977246,-0.18000884
587731173842026987,311.82943474,0.32080024
587731173842027210,311.85126356,0.30082533
587731511532060697,18.87683906,-0.86097998
587731512606326893,20.02834693,-0.20544816
587731679048106076,142.3943903,45.28593568
587731680121782325,141.66580939,45.84721972
587731912574107761,142.23081195,49.23848204
587732054857875467,141.97845758,44.50609543
587732482736586849,143.46950389,41.07961797
587732483272999057,141.87043036,40.83001169
587732772111974531,142.54306805,7.90275082
587735239568654518,142.41027363,35.34035631
587735344799350868,143.4420372,10.15250603
587735661009567854,143.42942237,33.60029869
587736803201712190,191.93983983,13.76280939
587736804544020568,192.23066691,14.90788322
587737827831513279,142.47105913,65.26053982
587738569780428805,192.41083267,15.16420626
587739406784790531,192.17091998,34.47760758
587739407858335813,191.84903801,35.3520664
587739407858466990,192.19112188,35.33270271
587739505545904148,190.98623452,32.17074265
587739505545904151,191.04654992,32.20602433
587739505545904155,191.02489044,32.20898178
587741600424067097,191.54480909,26.25021954
587741600961003554,191.73087109,26.56427579
587741601497677863,191.32190597,27.12559405
587741601497677865,191.32030671,27.12521507
587741707795824842,142.53819093,20.09084434
587741709406830685,143.04212857,21.49973006
587741723359182860,191.15892818,28.4724834
587742014339940360,142.02770816,17.19648873
587742578055512200,191.37755588,20.81595341
587742901790048285,190.93172709,16.39650605
587742901790375956,191.65754809,16.53758335
588007004704473098,141.9739372,57.37548035
588010878764318898,191.99931419,4.69488498
588011123577979053,191.0502701,62.24740564
588015508205142031,21.69416153,-0.64613376
588015509278294102,20.33884292,0.09038385
588017112371888145,191.59729139,48.23520488
588017570311766181,191.83597421,12.1664255
588017571385180299,191.05009893,12.94183189
588017571922182217,191.38341468,13.3325809
588017626694090829,191.02234352,45.00157917
588017702398328858,190.92609564,11.55822199
588017703472136254,191.18842921,12.35235972
588017704545812500,190.9857484,13.12667609
588017705082748936,191.12246561,13.49856471
588017725477027855,191.4015798,7.65662933
588017726550769724,191.51847321,8.47623636
588017726551031917,192.09772592,8.48434196
588017730838921326,192.09904689,8.50143832
588017979969110071,192.02128367,40.71963222
588017991757922394,191.56373607,10.20559445
588017991758053386,191.81373539,10.20357918
588017992831860854,192.05752851,10.98923807
588297864181710903,142.15646967,38.53921917
588297865256173608,143.42453241,39.98409428
588848899380609065,190.96211771,-0.56122911
588848899380805637,191.38329838,-0.53572464
587725039018573881,180.96282734,-3.70960249
587725468523102256,134.24171407,52.06595023
587726014532354067,180.67599138,1.97680883
587726032785834008,180.91724881,2.6412087
587728879794782218,134.33543648,2.92131343
587728931342516423,133.66889275,47.10488333
587729154134638601,180.65445997,64.37647249
587729387689017459,180.89529859,60.53135447
587731869634199592,180.45888992,55.14508141
587732054317531222,133.69296279,39.53880509
587732484358996015,180.07867129,50.65277434
587732703948439564,180.43800022,8.68314063
587735042540634117,133.88832941,31.21167008
587735044151509000,133.62257728,32.63546673
587735044151509021,133.5899864,32.68085716
587735346962432145,179.89085137,13.88719393
587735694832042044,180.54696326,56.36542659
587736478670913834,231.52321447,9.20414582
587738568164638796,180.29391614,14.10375788
587738568164704339,180.3646506,14.03447275
587738570849255512,180.89975178,16.05553768
587739157110915188,134.43792821,25.39642527
587739406762049692,133.58848895,23.15822158
587739505005297793,181.01595047,31.89578738
587739505005363211,181.04702454,31.8911205
587739607551836260,180.06735183,31.22505984
587739845389320276,231.51198334,18.07364346
587741489839866014,180.95702081,29.71545538
587741491450085457,179.95670379,30.84441698
587741531715665932,181.01895254,28.98283997
587741532233072845,133.21447,19.01911571
587741532252340305,180.60502254,29.47033619
587741532252471355,180.83976493,29.41981034
587741532789211171,180.51310826,29.84798242
587741532789211228,180.59380634,29.86176564
587741533844078707,133.66957331,20.58360779
587741533862690850,179.80312802,30.73122251
587741600419545093,179.96633222,26.30053936
587741708347965594,179.96170176,26.81312554
587741708348489785,181.21595253,26.99252482
587741709939638449,133.50231483,18.68230923
587741709939769388,133.77862872,18.93451938
587742010048380936,133.7438625,14.76733969
587742012745056420,179.95584075,21.44880199
587742012745580548,181.23212088,21.42609552
587742190977351771,180.97375619,25.4338211
587742575366832136,180.72688876,18.75241683
587742575366832139,180.73128246,18.7541547
587742575925526661,232.50347046,12.98932249
587742575925526667,232.50010378,12.98582095
587742576462201012,232.08839886,13.67735696
587742576977182786,180.1369112,20.073966
587742610808176791,232.01774305,12.00357932
587742627454910740,231.05353152,11.69388425
587742775632855080,181.04987565,18.44475858
587742863139209289,180.86385539,16.48570793
587742863139274789,180.9606953,16.55451347
587744874790781050,133.98084305,13.22967545
587744874790846698,134.1003864,13.18227344
587744874790912190,134.25454008,13.1990935
587745244694904872,134.01658976,13.42201996
588007004187721802,231.49318024,55.25060802
588007004724592741,232.01748275,55.54584011
588007004724658186,231.96059932,55.43704689
588009368545329316,133.22287834,51.39655547
588009371227258884,180.55086894,62.13723651
588009371764129864,180.68038542,62.49785212
588009371764195470,181.0494793,62.50535871
588009372301000783,180.43887812,62.96873309
588010135191093265,133.72525884,49.16040212
588010137339101279,133.37935971,51.31271358
588010358529261614,133.96788446,2.52429075
588010359066329096,134.3994925,3.09023224
588011102640668855,231.31853823,53.40706247
588011123575816233,180.43366081,62.32586951
588017567635275824,180.34860976,13.40101732
588017605219909739,180.68217522,45.19110325
588017625634832439,231.687892,33.68328046
588017978337329161,134.39722785,27.76810571
588018054582370400,231.6728201,40.56455929
588018055119044698,231.62626903,41.28954694
588018055655784570,231.5331231,41.67606538
588018055655784571,231.52565134,41.67065729
588018055655784748,231.63069577,41.72519619
588023046938951830,133.9686519,18.15647722
588297865805168661,180.71118145,48.63620086
588848899355705383,134.0780182,-0.44149562
588848900429447351,134.16946306,0.37500486
587724242836062221,38.88618613,-7.15442798
587725470662787253,116.57842972,39.06686272
587725550654521682,114.65211529,37.63350881
587725551192113224,115.16367545,39.23329478
587726033341513813,224.00503657,2.46355096
587726033855250512,171.10343935,3.31410359
587726100413939852,223.26189467,3.29603448
587726100950876200,223.4269329,3.5825002
587728668800844185,115.06776029,32.25831731
587728918449553613,222.89968881,58.95385377
587728919523360922,224.12922988,59.59465752
587729153595932708,171.37687045,63.44630225
587729153595998217,171.73595821,63.42538422
587729154132803722,171.3293668,63.72922355
587729158442057733,223.27185372,3.33178211
587729776911122575,223.03313191,-2.52974549
587729971789889831,224.00659618,-1.38811313
587729972326760646,223.92875441,-1.00887916
587731868558164020,171.66854391,53.74667047
587732053233893510,115.09479017,23.2749816
587732054308225148,115.2988974,24.936051
587732152555602200,116.52075301,23.26445304
587732156313960463,116.88553456,23.15351405
587732582056788036,171.68465242,59.15542399
587733429234827399,224.48477096,53.78496091
587734841204736184,116.75868963,21.96073904
587734891675844616,171.79557888,8.73104264
587734891675844618,171.79954843,8.73264523
587734893286326283,171.47278721,9.987483
587735664772776095,224.07405212,49.39645007
587735695380512837,223.97346765,49.72610111
587735695380578421,224.27832111,49.66902179
587735696440557596,171.50000153,56.90218087
587735697514364937,171.36152506,57.72123035
587736975269560340,224.40345693,29.96594355
587738067803439321,116.88827023,51.19021853
587738196649902397,115.63489098,49.19109441
587738410871226524,171.16803499,14.94650635
587738615415504976,171.25517218,35.62913069
587739631169175599,224.41426874,26.6647275
587741709955170472,171.10754546,27.45643588
587742864209084513,171.62413324,16.86342233
587742864209215507,171.80018441,17.02434361
587742865282564168,170.93141529,17.81552049
588007005767139357,115.83986885,38.58701012
588013381668700241,178.83412921,51.12637151
588017565483859979,171.10861599,11.34221795
588017565484056670,171.64184773,11.44007832
588017604143218737,171.52930014,43.58676162
588017977277743171,171.38255099,38.0605757
588848898835349545,171.80104967,-0.99466401
587722983907721230,225.98187959,0.43212245
587725551735930932,127.49987427,52.6971915
587725980688973886,127.41144289,52.07633982
587726015088623663,225.00166119,1.89133096
587726015625494663,225.06901674,2.30072714
587726032804970570,224.70298489,2.02352101
587728666117603339,126.51828256,45.96764395
587728666117668940,126.82528966,46.03416072
587728666117668941,126.82504659,46.03258172
587728676854890648,171.90870372,63.31307666
587728918986752006,224.54064435,58.87181234
587729157905776707,224.69201288,2.9690422
587729386076373072,172.12829341,58.56185895
587729778522652688,225.0054493,-1.09114936
587731868558557253,173.08478287,53.90446566
587731892187103363,172.57201931,58.13390702
587732135919812634,172.15317113,52.18037854
587732484357095469,173.23478093,50.24185895
587732578295087173,126.32277164,3.93358412
587732702850973945,126.10762348,4.24768616
587732771051012138,172.10004124,9.40762695
587733080272863265,171.8861122,53.91513456
587733399174905923,225.35392537,48.10772722
587733412060069949,225.20284492,48.3607662
587733412060135596,225.38526353,48.31970288
587733605332156611,224.74857537,53.92327931
